MARKERNAME	CAD_BETA	CAD_SE	CAD_MAF	MIG_BETA	MIG_SE	MIG_MAF
1:39186691	-0.014	0.0113	0.07950000000000002	-0.016674	0.013738	0.063193
1:39186711	0.0106	0.0118	0.0708	0.016427	0.014069	0.060455
1:39186794	-0.0101	0.0117	0.07230000000000003	-0.015233	0.014036	0.060744
1:39187565	-0.0824	0.0462	0.016000000000000014	-0.131051	0.17654	0.011123
1:39190439	-0.0104	0.0069	0.29390000000000005	0.004525	0.007874	0.274439
1:39190998	0.0215	0.0166	0.0461	-0.020395	0.023493	0.029434
1:39191108	0.0121	0.0149	0.0422	0.019244	0.017521	0.039025
1:39191203	-0.0139	0.0417	0.03290000000000004	-0.089606	0.105484	0.027096
1:39191419	0.0166	0.0163	0.045	0.017213	0.021307	0.046465
1:39191712	-0.0128	0.0149	0.04249999999999998	0.019177	0.017525	0.039084
1:39192498	0.0204	0.0089	0.1441	0.015355	0.010971	0.114497
1:39192668	-0.0214	0.0164	0.046699999999999964	-0.020005	0.023268	0.029279
1:39192877	0.0096	0.0479	0.0079	0.021825	0.081385	0.011081
1:39192911	-0.0095	0.0186	0.027800000000000047	-0.009158	0.022958	0.021054
1:39192913	-0.0109	0.0156	0.0409	0.000677	0.01784	0.038328
1:39193457	-0.1437	0.1372	0.0011	0.01403	0.289	0.011338
1:39193709	-0.0278	0.0124	0.1845	0.013979	0.011654	0.152575
1:39194067	0.0366	0.0204	0.024	0.041468	0.024933	0.021599
1:39194716	0.0084	0.0089	0.1327	0.015272	0.010388	0.119772
1:39194866	0.0083	0.0089	0.1327	0.015391	0.010394	0.119774
1:39195274	-0.024	0.0143	0.3233	0.015387	0.025436	0.318672
1:39195387	-0.0073	0.0098	0.1246	-0.005121	0.012076	0.125104
1:39196262	-0.0088	0.0185	0.026800000000000046	-0.008279	0.023038	0.020986
1:39196330	0.0469	0.0312	0.0121	-0.01041	0.097697	0.011994999999999978
1:39196557	-0.0373	0.0204	0.023800000000000043	-0.048868	0.024578	0.021752
1:39196638	0.0074	0.0089	0.1355	0.014747	0.010404	0.120041
1:39196898	0.0076	0.0089	0.1352	0.015122	0.010387	0.120214
1:39197064	0.0062	0.0062	0.4426	-0.005287	0.007193	0.458074
1:39197149	0.0126	0.0208	0.0265	-0.013035	0.031695	0.020525
1:39197458	0.0187	0.0146	0.0444	0.018641	0.017537	0.0392
1:39197749	-0.0093	0.0185	0.026800000000000046	-0.008502	0.023083	0.020953
1:39197836	0.0076	0.0089	0.1356	0.0155	0.010398	0.120412
1:39197882	-0.0023	0.0089	0.1497	-0.017507	0.009533	0.158561
1:39198479	-0.0242	0.013	0.1441	0.016089	0.011914	0.134268
1:39198508	-0.0353	0.0201	0.026800000000000046	-0.015342	0.022005	0.030194
1:39198884	0.039	0.0207	0.0233	0.049626	0.024947	0.021417
1:39198923	-0.0208	0.0121	0.06579999999999997	0.027807	0.014425	0.059875
1:39199230	-0.0112	0.0155	0.0407	-0.000593	0.017788	0.038738
1:39199381	0.0029	0.0089	0.15910000000000002	0.015663	0.009502	0.159693
1:39199432	-0.0078	0.0088	0.13670000000000004	-0.015472	0.010395	0.121242
1:39199999	0.0089	0.0089	0.1326	0.015627	0.010454	0.119631
1:39200227	-0.0088	0.0089	0.13370000000000004	-0.015758	0.010431	0.120518
1:39200407	-0.0098	0.0156	0.0404	-0.000586	0.017808	0.038729
1:39200413	0.0221	0.016	0.0474	-0.017034	0.022591	0.031465
1:39201118	-0.0632	0.0316	0.023800000000000043	0.029788	0.028342	0.020748
1:39201158	0.0031	0.0068	0.2897	-0.002151	0.007658	0.27798
1:39202012	-0.0051	0.0072	0.25160000000000005	0.001784	0.008022	0.240001
1:39202183	-0.0055	0.0072	0.25170000000000003	0.00183	0.008024	0.240028
1:39202252	0.0278	0.0186	0.032	-0.053573	0.027853	0.034836
1:39202751	-0.0024	0.0089	0.15	-0.017431	0.009536	0.158751
1:39203103	0.0229	0.0163	0.0465	-0.019086	0.022826	0.031323
1:39203534	0.0082	0.0067	0.3127	0.002351	0.007472	0.308094
1:39203597	0.0249	0.0304	0.013299999999999979	-0.063129	0.036559	0.012196
1:39203648	-0.0082	0.0067	0.3127	-0.002278	0.007474	0.307989
1:39203769	0.0302	0.0158	0.0956	0.025469	0.013119	0.106178
1:39204184	0.0083	0.0067	0.3128	0.001994	0.007468	0.307501
1:39204284	0.0096	0.0183	0.0324	0.013686	0.019482	0.033013
1:39205237	0.0352	0.0208	0.0232	0.049436	0.02513	0.021277
1:39205299	-0.01	0.0064	0.3852	-4.9e-05	0.007311	0.373612
1:39205370	0.0099	0.0064	0.3835	-3e-05	0.007317	0.37223
1:39205398	0.0077	0.0187	0.0269	0.011035	0.023271	0.021018
1:39205403	-0.0079	0.0187	0.027000000000000024	-0.011012	0.023277	0.021018
1:39205568	0.0153	0.0103	0.1037	0.015875	0.01141	0.108313
1:39205701	0.0081	0.0067	0.3133	0.002055	0.007545	0.306987
1:39205942	0.0086	0.0156	0.04269999999999996	0.000487	0.017652	0.041981
1:39205979	-0.0107	0.0065	0.34519999999999995	0.00061	0.007463	0.337327
1:39205993	0.0075	0.0068	0.3116	0.001087	0.00758	0.305303
1:39206964	0.0193	0.0176	0.0435	-0.017069	0.023892	0.030822
1:39207381	-0.0163	0.0091	0.1633	-0.009019	0.010424	0.174924
1:39207744	0.0026	0.0067	0.442	0.010173	0.007291	0.42863399999999996
1:39209120	-0.0022	0.0142	0.05589999999999995	0.022285	0.018313	0.06047
1:39209490	0.0056	0.0082	0.1825	0.009693	0.009467	0.187346
1:39209676	0.0004	0.0143	0.055	-0.023805	0.017742	0.060123
1:39210334	0.0146	0.0107	0.0972	0.021309	0.011901	0.097806
1:39210763	-0.0023	0.0067	0.37460000000000004	0.008958	0.007648	0.380707
1:39210764	-0.1028	0.0614	0.0126	-0.182969	0.081676	0.014078000000000035
1:39210799	-0.0028	0.0138	0.05820000000000003	0.030303	0.017157	0.061816
1:39211558	0.0165	0.0105	0.1005	0.023851	0.011671	0.100805
1:39211748	0.0016	0.0129	0.06699999999999995	0.036824	0.016412	0.069024
1:39211970	0.012	0.0134	0.0592	0.027608	0.015042	0.058223
1:39212021	0.0115	0.0082	0.18720000000000003	0.005117	0.009285	0.189751
1:39212125	0.0117	0.0082	0.18630000000000002	-0.005004	0.00927	0.189369
1:39212206	-0.0054	0.0106	0.0992	-0.02261	0.01259	0.09621
1:39213284	0.0123	0.0133	0.0595	0.025077	0.014981	0.057554
1:39213411	0.0039	0.0086	0.16459999999999997	0.02861	0.009277	0.174117
1:39213604	0.0019	0.0068	0.2905	0.017315	0.007778	0.27919
1:39213862	0.0062	0.0071	0.2731	-0.011812	0.007777	0.283142
1:39214067	0.0187	0.0184	0.0332	-0.003178	0.023578	0.039138
1:39214152	0.003	0.0061	0.4605	0.00387	0.006904	0.46004999999999996
1:39214167	0.0033	0.0061	0.4606	0.00402	0.006903	0.460325
1:39214218	0.0029	0.0061	0.46040000000000003	0.004011	0.006904	0.46013000000000004
1:39214233	-0.003	0.0107	0.0975	-0.021382	0.012517	0.095378
1:39214240	-0.0027	0.0061	0.4606	-0.004103	0.006907	0.46055500000000005
1:39214361	0.0019	0.0061	0.4609	0.003942	0.0069	0.45994500000000005
1:39214746	-0.0025	0.0061	0.4603	-0.004006	0.006897	0.460137
1:39215002	0.0318	0.0305	0.01319999999999999	-0.065731	0.034888	0.012552
1:39215036	0.0023	0.0061	0.4607	0.003981	0.006892	0.460195
1:39215163	0.0023	0.0061	0.46040000000000003	0.004915	0.006896	0.459321
1:39215503	0.002	0.0061	0.46519999999999995	0.002992	0.006868	0.46623800000000004
1:39215561	0.02	0.021	0.0423	-0.036455	0.036021	0.02006
1:39215802	0.0023	0.0061	0.46030000000000004	0.003794	0.006892	0.46016
1:39216202	0.0023	0.0142	0.0549	0.033662	0.016561	0.047411
1:39216213	0.0021	0.0061	0.4607	0.003832	0.006894	0.46016599999999996
1:39216485	-0.0235	0.0252	0.017900000000000027	0.002864	0.028429	0.023098
1:39216646	0.0025	0.0061	0.46020000000000005	0.003905	0.006901	0.46045400000000003
1:39216857	-0.0079	0.0077	0.2113	-0.002868	0.008516	0.218334
1:39216861	0.0052	0.0092	0.46209999999999996	0.002905	0.006903	0.46111500000000005
1:39216876	-0.0027	0.0061	0.4598	-0.00382	0.006904	0.46004599999999995
1:39216983	0.0021	0.0061	0.45520000000000005	0.004841	0.006995	0.45062500000000005
1:39216991	0.0015	0.0061	0.4557	0.003569	0.006978	0.453623
1:39217048	-0.0025	0.0061	0.4599	-0.003733	0.006902	0.46010700000000004
1:39217239	-0.0025	0.0061	0.4599	0.003749	0.006903	0.46011199999999997
1:39217303	-0.0025	0.0061	0.4599	-0.003691	0.006905	0.46011100000000005
1:39217484	-0.0008	0.0061	0.4534	-0.002724	0.00692	0.45421500000000004
1:39217611	-0.0243	0.0262	0.0168	0.026463	0.051402	0.01939500000000005
1:39217732	-0.0102	0.0076	0.2168	-0.004017	0.008431	0.224093
1:39217894	-0.002	0.0061	0.4513	-0.002407	0.006939	0.454195
1:39218201	-0.0298	0.0306	0.0131	0.064655	0.03482	0.01266
1:39218219	0.0012	0.0111	0.0902	-0.017513	0.012978	0.088449
1:39218434	0.0067	0.0062	0.43310000000000004	0.005338	0.007091	0.4323
1:39218513	0.008	0.0095	0.1306	0.016128	0.011132	0.122025
1:39218514	0.0197	0.0104	0.1003	0.016335	0.011625	0.099963
1:39218752	-0.0039	0.0198	0.0276	0.021481	0.023436	0.026202
1:39219090	-0.0119	0.0095	0.12770000000000004	-0.016462	0.011017	0.121259
1:39219251	0.0062	0.0062	0.4306	-0.004819	0.007004	0.438639
1:39219804	0.0044	0.0103	0.1057	-0.019812	0.012066	0.100621
1:39219808	-0.0062	0.0083	0.1746	-0.00287	0.009156	0.186124
1:39220376	-0.0419	0.0354	0.010000000000000009	-0.080065	0.170089	0.010159000000000029
1:39220702	0.0067	0.0062	0.44099999999999995	-0.003429	0.006964	0.442721
1:39220848	0.0068	0.0062	0.44079999999999997	0.003426	0.006963	0.442658
1:39221060	-0.0196	0.0099	0.1119	-0.014795	0.011048	0.111323
1:39221104	-0.0068	0.0062	0.4403	-0.003532	0.00696	0.442493
1:39221521	-0.0067	0.0062	0.4401	-0.00333	0.006957	0.44215
1:39221633	0.0065	0.0062	0.4397	0.003654	0.006956	0.441705
1:39221758	0.0252	0.0206	0.0442	-0.012811	0.034496	0.02152
1:39221925	-0.0068	0.0062	0.4399	-0.003137	0.006946	0.441757
1:39222155	0.0047	0.0103	0.1056	-0.019988	0.012017	0.10231
1:39222532	0.0161	0.0138	0.0531	0.022371	0.015122	0.054458
1:39222775	-0.0058	0.0076	0.2135	0.002714	0.008452	0.22158
1:39223196	0.0008	0.0195	0.0688	0.007423	0.01652	0.072577
1:39224452	-0.0145	0.0117	0.2131	0.009993	0.009777	0.222136
1:39224652	0.0127	0.0064	0.38380000000000003	0.008008	0.007042	0.395809
1:39224855	-0.0112	0.0064	0.3774	-0.00668	0.007056	0.392302
1:39225160	0.0355	0.0434	0.0094	0.3948	0.32507	0.01198
1:39225303	-0.0001	0.0066	0.30369999999999997	-0.004184	0.007534	0.30294
1:39225702	-0.0093	0.01	0.10980000000000001	0.018537	0.011838	0.110289
1:39225741	0.0075	0.0063	0.49239999999999995	-0.013463	0.007039	0.498475
1:39226181	0.0087	0.0112	0.0893	0.022419	0.013755	0.074677
1:39226493	0.0086	0.1008	0.0017000000000000348	0.0019	0.266251	0.010527
1:39226597	0.0021	0.0133	0.0612	0.025853	0.015152	0.062301
1:39226983	-0.0355	0.0282	0.0145	-0.033433	0.03853	0.014677
1:39227132	0.0018	0.0067	0.2969	0.005462	0.007581	0.296016
1:39227332	0.0118	0.0251	0.01980000000000004	0.039272	0.033547	0.015384
1:39227702	-0.0102	0.0209	0.063	0.02545	0.015155	0.062559
1:39227950	0.0081	0.0096	0.123	0.014151	0.010952	0.126278
1:39228507	0.0143	0.0165	0.1008	-0.010901	0.01383	0.109427
1:39228710	0.0095	0.0099	0.1119	-0.016021	0.011571	0.115019
1:39228860	0.0456	0.0442	0.0128	-0.037573	0.041973	0.014505
1:39228906	-0.0007	0.0067	0.2977	0.004026	0.007517	0.299081
1:39229104	0.0194	0.0138	0.0561	-0.005363	0.015548	0.054558
1:39229122	0.0009	0.0132	0.0614	0.025589	0.015162	0.062458
1:39229313	-0.0114	0.0065	0.3267	-0.004445	0.00744	0.310789
1:39229471	-0.0105	0.0111	0.08979999999999999	-0.021628	0.013519	0.076406
1:39229607	0.0032	0.0257	0.0388	-0.020301	0.023013	0.03858
1:39229762	0.0005	0.0132	0.0615	0.026233	0.015204	0.062287
1:39229936	0.0018	0.0426	0.0073	-0.038322	0.208464	0.011102
1:39229984	0	0.0068	0.2768	0.002509	0.007786	0.282081
1:39230222	-0.0198	0.0137	0.05610000000000004	0.005301	0.015567	0.054634
1:39230383	0.0105	0.0098	0.1164	0.011232	0.01119	0.117011
1:39231134	0.0037	0.0068	0.2882	-0.000908	0.007725	0.291971
1:39231628	0.0095	0.0096	0.1243	-0.013049	0.011503	0.119904
1:39231799	-0.0148	0.0109	0.0965	-0.004413	0.011173	0.112582
1:39231967	0.0005	0.0133	0.0614	0.026006	0.015278	0.0625
1:39232068	-0.0161	0.0118	0.329	-0.001835	0.008315	0.318716
1:39232770	-0.0129	0.0083	0.1836	-0.021837	0.009118	0.186776
1:39232929	-0.02	0.0138	0.05630000000000002	-0.005714	0.015591	0.054795
1:39233212	0.0034	0.0888	0.0022	-0.179489	0.13549	0.017596
1:39233803	-0.0097	0.0096	0.12439999999999996	0.012908	0.011533	0.119758
1:39234221	0.0198	0.0118	0.21699999999999997	-0.005526	0.008406	0.224831
1:39234681	0.0131	0.0162	0.1089	-0.012632	0.011542	0.119658
1:39235129	-0.0422	0.0159	0.1059	0.023003	0.013576	0.076978
1:39235297	-0.0154	0.0169	0.0978	-0.004322	0.011305	0.110615
1:39235379	-0.0481	0.0165	0.10140000000000005	0.015232	0.014179	0.074705
1:39235439	0.0103	0.0164	0.1059	-0.012153	0.011761	0.108316
1:39236340	0.0108	0.0164	0.1078	-0.017076	0.011792	0.116901
1:39236689	-0.0098	0.0096	0.124	-0.012532	0.011559	0.119418
1:39237349	-0.0256	0.0222	0.024399999999999977	0.027521	0.032971	0.02323
1:39238097	-0.0118	0.0253	0.018000000000000016	-0.00679	0.028748	0.022671
1:39238597	0.0004	0.0067	0.2972	0.000311	0.007597	0.296326
1:39238679	0.0081	0.0082	0.1835	-0.004354	0.009069	0.192089
1:39239117	0.002	0.007	0.269	-0.000338	0.007848	0.261584
1:39239368	0.002	0.007	0.269	-0.000343	0.007847	0.261524
1:39239850	0.0076	0.0184	0.0298	0.003888	0.020687	0.029682
1:39240157	0.003	0.0072	0.2491	0.007388	0.008002	0.254999
1:39240667	0.0064	0.0062	0.4768	0.005695	0.006929	0.48499000000000003
1:39241280	-0.0098	0.02	0.02749999999999997	0.000986	0.020055	0.036153
1:39241574	-0.0098	0.0114	0.08050000000000002	-0.021514	0.013269	0.072398
1:39241680	0.0014	0.0082	0.17700000000000005	0.006275	0.009006	0.180413
1:39241904	0.0021	0.007	0.2689	-0.000436	0.007833	0.260941
1:39242855	-0.0038	0.007	0.2579	-0.001277	0.007947	0.262286
1:39243113	-0.0007	0.0473	0.01649999999999996	-4.7e-05	0.0299	0.021871
1:39243149	0.001	0.0097	0.4596	-0.014742	0.008326	0.450368
1:39243150	-0.0004	0.0095	0.472	0.014537	0.008162	0.46586099999999997
1:39243154	-0.0065	0.0169	0.1531	-0.010218	0.026238	0.162229
1:39243232	0.0078	0.0623	0.0113	-0.0531	0.044329	0.01245
1:39243405	0.0024	0.0062	0.47829999999999995	0.003531	0.006881	0.480055
1:39243530	-0.0037	0.007	0.2567	-0.000787	0.007967	0.261302
1:39244256	-0.0037	0.007	0.258	-0.000928	0.007952	0.261917
1:39244553	0.0094	0.0139	0.0561	0.031593	0.016371	0.048749
1:39244612	0.0021	0.007	0.2685	-0.001086	0.007826	0.260156
1:39244864	0.0002	0.0071	0.2564	0.004825	0.007879	0.26271
1:39245497	-0.003	0.0173	0.03190000000000004	-0.006145	0.020234	0.03086
1:39245863	0.1584	0.1748	0.0006	0.274616	0.325478	0.011952
1:39246309	0.0047	0.0233	0.0207	0.009937	0.027514	0.024861
1:39247112	-0.0026	0.0174	0.03190000000000004	-0.006398	0.020244	0.030923
1:39247334	0.0028	0.0072	0.2491	0.006605	0.007935	0.25582
1:39247489	0.0012	0.0074	0.23740000000000006	0.001098	0.008224	0.229044
1:39247510	0.0101	0.0114	0.0802	0.022514	0.013207	0.072438
1:39248627	-0.0083	0.0184	0.02969999999999995	-0.004902	0.020797	0.029631
1:39248701	-0.0025	0.0072	0.24929999999999997	-0.007052	0.007923	0.256069
1:39248713	-0.0039	0.0072	0.243	-0.006838	0.007924	0.251463
1:39248886	0.0043	0.008	0.18579999999999997	0.009029	0.00869	0.190911
1:39249339	-0.0084	0.0134	0.27790000000000004	-0.023182	0.013442	0.280289
1:39249749	0.0108	0.1371	0.0011	0.161101	0.093869	0.02829
1:39249840	-0.052	0.1004	0.002	0.208222	0.103469	0.016123
1:39250115	0.0382	0.0321	0.027	-0.006869	0.024651	0.030095
1:39250161	-0.0304	0.0351	0.00990000000000002	0.000537	0.104643	0.012137999999999982
1:39250572	0.0042	0.0073	0.2419	0.007149	0.00798	0.250948
1:39250902	-0.0178	0.0325	0.011299999999999977	-0.008028	0.042694	0.011487
1:39250964	0.0032	0.0072	0.2485	0.008231	0.007956	0.256059
1:39252659	-0.0034	0.0081	0.216	-0.003047	0.00904	0.231469
1:39252862	-0.0012	0.0117	0.07950000000000002	0.00415	0.014023	0.086798
1:39253329	-0.0175	0.011	0.09009999999999996	-0.018274	0.013217	0.075977
1:39253334	0.0076	0.0227	0.0223	0.013691	0.027833	0.025379
1:39253480	0.0008	0.0117	0.0796	0.004327	0.014012	0.086824
1:39253798	-0.0756	0.0294	0.0162	0.05573	0.067869	0.019596
1:39254384	-0.0136	0.0081	0.18469999999999998	-0.016596	0.009514	0.173332
1:39254471	-0.0437	0.057	0.005099999999999993	-0.311743	0.240313	0.013548
1:39254992	0.0149	0.0182	0.031	0.023534	0.020718	0.031659
1:39255293	-0.0067	0.0064	0.4262	-0.010568	0.007158	0.420037
1:39255308	-0.0019	0.0073	0.2433	0.001076	0.008351	0.245052
1:39255728	-0.0026	0.0117	0.08009999999999995	-0.004825	0.013996	0.08673
1:39255923	-0.0123	0.0258	0.016199999999999992	-0.008884	0.030949	0.015284
1:39256401	-0.0011	0.1491	0.0010000000000000009	-0.013348	0.090574	0.012809999999999988
1:39256879	-0.0109	0.011	0.09119999999999995	0.005002	0.01334	0.098183
1:39257678	0.0091	0.0282	0.014700000000000046	0.00987	0.03532	0.016545
1:39258078	0.0019	0.0111	0.259	-0.003559	0.009806	0.239938
1:39258327	0.0808	0.0325	0.0115	0.068943	0.095928	0.01589700000000005
1:39258434	-0.008	0.0135	0.060699999999999976	0.013308	0.017293	0.066018
1:39258674	0.0173	0.0078	0.2018	0.013446	0.009236	0.189277
1:39259161	0.0045	0.0232	0.0214	0.018873	0.02798	0.02462
1:39261152	0.0129	0.0179	0.0326	0.023065	0.020851	0.031314
1:39261398	0.0103	0.011	0.091	-0.004897	0.013384	0.097756
1:39261581	-0.0105	0.011	0.09099999999999997	0.00503	0.013403	0.097698
1:39261846	0.0968	0.0693	0.0034	0.13787	0.134153	0.017073
1:39262114	-0.0039	0.0372	0.0103	0.052663	0.040346	0.012798
1:39262212	-0.0022	0.0479	0.008000000000000007	-0.1829	0.141406	0.014012000000000024
1:39263349	0.0513	0.0317	0.0106	0.061474	0.044874	0.010812
1:39264800	-0.0098	0.0064	0.4384	-0.008976	0.007209	0.435948
1:39264821	0.0119	0.013	0.064	0.024067	0.016824	0.054368
1:39266054	-0.0064	0.0428	0.007	0.150558	0.134407	0.013581
1:39266278	-0.0384	0.0309	0.011800000000000033	-0.072591	0.041206	0.011312
1:39266434	-0.0105	0.0111	0.09109999999999996	0.006434	0.013441	0.097805
1:39266694	0.0185	0.0079	0.197	0.015105	0.009569	0.183566
1:39266840	0.0196	0.011	0.0904	0.020981	0.013283	0.076293
1:39266855	0.013	0.0133	0.061	0.033836	0.017063	0.051604
1:39267019	-0.2725	0.1379	0.0012	0.043447	0.09637	0.032894
1:39267124	-0.0006	0.0074	0.2414	0.000217	0.008461	0.248073
1:39267227	-0.0033	0.0295	0.0159	0.001125	0.051089	0.012835
1:39267534	-0.0012	0.0074	0.242	0.000492	0.008456	0.248517
1:39267615	0.0184	0.0229	0.0222	-0.013246	0.036078	0.017087
1:39268272	-0.0214	0.0517	0.0072	-0.413202	0.352394	0.011867
1:39269459	-0.0374	0.0684	0.0038000000000000256	-0.022474	0.134041	0.015304
1:39269822	-0.0201	0.0105	0.39039999999999997	-0.01343	0.007666	0.36727
1:39269823	0.0038	0.0122	0.2343	0.006166	0.008556	0.23798
1:39269931	0.0118	0.0205	0.11419999999999997	0.067544	0.034972	0.130315
1:39270873	0.0105	0.0213	0.0297	0.015715	0.030548	0.029637
1:39272140	-0.0495	0.0568	0.00539999999999996	-0.093983	0.33251	0.010297
1:39272311	-0.0008	0.0075	0.242	0.000458	0.008485	0.249292
1:39272593	0.0105	0.0136	0.0596	0.036291	0.016742	0.050804
1:39272832	-0.0041	0.0211	0.0242	-0.025511	0.024217	0.02492
1:39273143	0.0083	0.0138	0.0603	-0.01636	0.017657	0.065611
1:39273279	-0.0161	0.0082	0.19230000000000003	-0.015384	0.009628	0.177159
1:39273396	-0.0434	0.0331	0.010700000000000043	-0.063452	0.045408	0.010651
1:39273407	0.0189	0.0113	0.0889	0.022435	0.01352	0.074357
1:39274125	0.0071	0.0068	0.31989999999999996	0.012002	0.00727	0.338637
1:39274634	0.0053	0.0076	0.24209999999999998	-0.005032	0.008566	0.232853
1:39275518	0.0042	0.0077	0.2358	-0.00499	0.008625	0.230488
1:39276256	-0.0085	0.014	0.05940000000000001	0.016781	0.018057	0.066089
1:39276265	0.0028	0.0219	0.0226	0.024959	0.024942	0.024671
1:39276659	-0.0152	0.0105	0.11009999999999998	-0.020586	0.012703	0.099371
1:39277056	0.0343	0.0394	0.011	0.096999	0.2857	0.013851
1:39277231	0.0045	0.0224	0.0243	0.021709	0.031049	0.02123
1:39277296	-0.0076	0.0166	0.0452	0.052242	0.023527	0.043611
1:39278224	-0.0477	0.0343	0.0113	-0.01272	0.043796	0.011781
1:39278261	-0.0077	0.0085	0.1987	0.00082	0.010551	0.192992
1:39278454	0.002	0.0074	0.2883	0.003269	0.009519	0.285849
1:39278828	-0.0031	0.0073	0.2588	0.002444	0.008083	0.258217
1:39279037	-0.0043	0.0124	0.0746	-0.01954	0.01493	0.081597
1:39279324	0.0013	0.0067	0.34709999999999996	-0.015294	0.00745	0.338608
1:39279767	0.0031	0.0066	0.3812	0.011544	0.007431	0.363234
1:39279789	-0.0137	0.0131	0.0691	-0.009781	0.013859	0.072558
1:39280183	-0.0144	0.0132	0.0685	-0.010382	0.013881	0.072199
1:39280492	0.0047	0.0126	0.0728	0.016234	0.014885	0.083585
1:39280500	-0.013	0.0131	0.0696	-0.010017	0.013855	0.073326
1:39280617	-0.0092	0.0158	0.0662	-0.009941	0.023525	0.043439
1:39280633	-0.0735	0.0237	0.0237	0.005073	0.059899	0.024626
1:39280759	-0.0062	0.0105	0.3977	0.016702	0.008666	0.387222
1:39280965	-0.0262	0.0335	0.011800000000000033	-0.031648	0.065824	0.021199
1:39281474	0.0054	0.0127	0.0727	0.019255	0.015884	0.079349
1:39281475	-0.0054	0.0127	0.07289999999999996	0.017578	0.015673	0.080759
1:39281674	-0.0034	0.0093	0.1433	0.001103	0.01001	0.156615
1:39281861	-0.0012	0.0072	0.2662	0.003086	0.007991	0.261129
1:39281936	-0.0137	0.0131	0.0685	-0.010508	0.013912	0.071993
1:39281967	0.0041	0.0126	0.0732	0.016255	0.014573	0.083449
1:39282473	-0.0203	0.0481	0.0083	0.046963	0.158886	0.010935
1:39283048	0.0021	0.0129	0.0683	0.040701	0.014334	0.067216
1:39283085	0.0432	0.0237	0.0208	-0.025865	0.03496	0.02095
1:39283559	-0.0113	0.0162	0.0644	-0.015727	0.024481	0.041569
1:39283840	0.0019	0.0073	0.25849999999999995	-0.004172	0.008081	0.259966
1:39284122	-0.0021	0.0102	0.1253	0.019236	0.011795	0.112158
1:39284434	0.0136	0.0131	0.0685	0.010441	0.013955	0.071545
1:39284478	-0.0098	0.0228	0.0228	-0.00589	0.033937	0.02141
1:39284703	0.0049	0.0064	0.4653	-0.009831	0.006925	0.475205
1:39284747	-0.0044	0.0064	0.4669	0.009799	0.006921	0.475379
1:39285159	0.0028	0.0125	0.0756	0.00569	0.014741	0.091671
1:39285553	0.0072	0.0073	0.27090000000000003	-0.009507	0.007861	0.263471
1:39285563	0.002	0.0126	0.075	0.014749	0.014753	0.085938
1:39286089	0.0143	0.0206	0.0283	0.030797	0.029097	0.027699
1:39286183	-0.011	0.0133	0.0684	-0.010133	0.014169	0.071629
1:39286827	-0.0122	0.0134	0.0685	-0.010772	0.014327	0.071903
1:39287300	0.0027	0.0543	0.0059	0.003875	0.070317	0.017717
1:39287350	0.0049	0.0104	0.1251	-0.025897	0.012328	0.108892
1:39288361	-0.0304	0.0209	0.031100000000000017	-0.010464	0.031775	0.027319
1:39288369	0.0271	0.0311	0.042100000000000026	-0.007258	0.028779	0.046894
1:39288391	0.0025	0.0126	0.3465	-0.005236	0.012392	0.381878
1:39288394	-0.0945	0.0656	0.012399999999999967	0.015116	0.077096	0.02473499999999995
